"","G1_1","G2_2","G1_3","G2_4","G1_5","G2_6","G1_7","G2_8","G1_9","G2_10","G1_1","G2_2","G1_3","G2_4","G1_5","G2_6","G1_7","G2_8","G1_9","G2_10"
"P00516",69282.0310261026,48040.4453390935,1671964.39536712,8025524.35940807,8718294.18803403,758859.597245386,48056333.5727435,5755735.92000923,2140363.33153975,85700.8833126376,2535179.7088028,592862.153479683,309767.230765665,130007.589346134,303989.47991048,775820.394645996,204334.224514168,8602123.79223867,4006624.49997269,266590.513583204
"P00517",51861.6365283324,104656.233988143,464705.110996599,496181.253893507,937917.75292555,52835.7230825318,597437.271110236,863456.388843405,824138.816043484,222632.602612188,81604.8686394654,461944.240602671,479366.197403197,196485.696910186,72161.5831551397,147840.071640891,168131.914847974,234227.105990775,37439.9901263904,105552.614498086
"P00518",62629.2998257409,108592.947572198,1359814.69040957,572673.917699027,527742.177852654,92466.0414883304,589541.706423979,541811.943207344,565955.616801552,246975.435143818,173345.1427535,537560.293110257,421389.31129178,215375.195267856,1605723.22506349,134015.775785777,173794.235218067,2505309.03074927,627920.986072767,140129.545664401
"P00519",263599.467236675,43512.9495111871,11414439.3001534,7174226.31922061,7461164.13312015,785772.478091996,34909266.1901985,52576211.8119395,9493036.09941206,62153.9094606122,11907284.6291428,559774.44451526,307107.23191984,102533.257764958,893645.781478119,623951.226236045,206980.695206253,11618458.9712243,36662694.5503995,262816.129953953
"P00520",16143.0989954558,117580.067709807,86051.8250038111,910617.550821037,302620.924633207,58522.4471481725,1888735.70982307,762217.703466742,983179.80984488,292481.742682366,744758.703868317,494146.004452402,411828.279156886,184413.967123305,15888.139900772,203131.065203678,162783.003266509,326465.954495887,71047.9298636689,142115.523881389
"P00521",39029.1865739204,104563.687448405,387998.79996807,615485.220596567,693887.961861976,84069.0155472181,432654.406677711,693648.611890713,5097488.81374488,207917.866697066,530311.785458758,488523.207243946,432807.37240609,214163.24750032,204111.298823349,230378.194573404,183404.47645203,1235195.43676708,1024361.99938743,182344.25533305
"P00522",8970.72028159686,116074.114189027,2164062.88197429,2479665.64641345,308884.331133502,29645.3388688189,275309.584904922,124231.566131393,839581.145748544,214696.427629637,188332.963068209,478086.734739167,383098.257339913,195212.325844755,129692.237885314,39313.5292157953,191430.661962728,225905.343126277,84145.7937742981,154539.339713407
"P00523",47682.1340665924,73085.202100738,6452984.4023933,6326610.64020083,317834.211387042,71820.5111236942,3048564.64931855,2642460.99563532,4306942.07791153,258760.091164159,185629.205808341,478725.529009181,319336.753445608,195991.251817919,83729.377557672,618075.607203576,194317.604523411,542893.047862424,204767.836264461,198999.481592094
"P00524",665970.106223337,25178.519824535,135110990.403335,56966016.9824263,11980096.6507818,8410789.48046909,394013302.886147,943234599.16836,46005409.3671016,52472.9311567363,44952867.3143096,621447.812426824,188776.379357839,60013.2820166437,3172084.31814246,32975473.6148576,204081.948580688,23017512.7530889,187044203.46669,313826.850957283
"P00525",144211.839898193,64955.5764519298,11685682.4180042,1412858.69911276,2264471.1914834,154077.2337525,1020256.70574875,4049670.42007521,2147149.96049668,191034.263576491,3996768.05591674,539663.444620994,255355.455639753,125957.748402556,325918.572486764,234861.060679135,201590.620571686,1946664.10259942,425520.96372851,167216.074080135
"P00526",9114.69268578832,109862.874022663,11349.0007002947,104278.516154284,26467.7337625198,3515.04666790008,80665.3605671368,16224.3057138,415253.192138223,325630.866575465,10684.2725735919,173601.912459366,467016.551535181,211437.837653871,5904.09253679846,20753.9359129922,153319.968346605,22087.7561222047,8677.72467588457,93522.9886305829
"P00527",8473.05171012235,103747.53893949,534302.324048298,1683850.91385887,169590.833769983,65591.7013727512,1010236.93832613,18197.7782340865,723515.547782691,251289.149929951,77352.0944490073,411961.180709455,479434.177149043,180614.713453677,25204.3930298241,194652.838901014,155363.858015571,425958.266402665,24994.4368640872,129352.34933626
"P00528",104970.317620615,106400.974785169,3537953.17142017,758924.54698566,1016105.41971812,71097.7178778928,6277779.45447682,515481.309829029,1960220.23389508,249342.187917654,464856.724079103,482685.182755762,458491.426106409,145699.876401296,46259.499005194,72068.4019405646,190320.477061622,3015737.19138746,514045.30232169,153987.174823415
"P00529",47866.8407341208,63975.6571091769,2231339.5245203,1422135.40902713,212377.706660659,173697.365826899,4127415.35701703,3209289.64342621,7645526.71041701,193497.796720016,26412.723244003,524742.090318591,383595.275636199,182252.129009767,181811.59153381,140566.604726697,201372.343159761,814045.265003385,349417.484027907,128578.366469029
"P00530",35526.8086515906,72693.8663717402,4260608.05951114,368285.809703565,863941.766782431,145912.91012008,1876524.74107562,1402820.70438868,2674926.68105518,230193.029021052,44358.7641574579,533222.211774937,445949.902144631,145660.061289429,105414.504410205,347269.513579416,163800.863741321,608123.658709596,1502305.24000272,132015.819058942
"P00531",35397.348979064,84749.2378501695,164462.43476458,1335382.7401648,361312.000240527,136590.646677932,406449.595829661,1390899.595903,312445.106683542,203050.301458554,12601.7192368423,451469.220873662,478844.428063303,184037.624423516,25749.866774914,151590.861900254,180416.727173676,850467.91968805,213963.886237173,155128.242939737
"P00532",43457.6674595443,93064.757088271,478327.013407354,5880730.9321237,1233352.22998891,58518.4279437084,201526.725459021,68337.2885016265,884064.161289634,208559.115961923,15049.6009437675,539423.925594707,458915.279172328,184029.88178708,23753.786269322,254737.982544625,201116.553530309,211559.184013717,267088.976530535,200304.450395137
"P00533",34498.6370444317,53940.136823279,90756971.636867,5770312.38422326,3925887.74158315,202652.07549291,8963812.70923808,8952598.76877801,2075486.1711447,112654.451774357,1294531.59997297,513097.240248944,313550.783655119,157258.654094027,87280.4823080125,585800.189243125,195769.401026531,1735379.07441525,4465993.03104761,227168.884277724
"P00534",9681.83724399272,114602.26167583,58657.2488812257,414445.135336113,164184.531712972,18478.689891289,82373.9090144475,17493.7636814964,233694.693278831,317977.573981401,13233.4205924283,275886.078783921,443968.045992568,222972.665302783,4560.79375704897,9259.20902717661,126770.4927073,51606.7616620367,8154.93389388035,81121.9790340282
"P00535",71998.316702308,81023.6019577453,2082754.18437877,6305933.07122772,2496325.99195745,138142.542661355,1389150.93300374,643797.67229981,3947712.14237755,149305.119213662,119006.469033846,494641.286534027,455744.779719106,165245.839683707,284612.650345612,575211.203218211,205088.378602015,844630.500410432,2129383.8111719,158767.22084153
"P00536",8262.78506696697,101993.322630758,527714.941778208,329238.489063865,109268.512604987,143336.497006253,718318.407037398,122844.493433338,1040313.8379273,227458.817385895,57089.9664309011,459685.932282506,472512.437430909,222854.118021497,26638.927732375,29839.100270446,155478.537680705,842086.051634357,302489.829282176,113632.252058676
"P00537",16495.5770063354,50699.7883207169,57609.2563946061,3212552.17077033,180412.05364161,200567.915838478,151643.38005369,1791616.95690944,788378.09391822,127783.378594099,10725.7814629688,596783.32514075,459529.995273295,171129.244776178,6829.50758986317,1863832.53109316,174898.765599912,3317361.52747885,38645.3339822147,197819.12210245
"P00538",120826.152622632,96242.4807801464,1122134.70315851,2829631.1930066,802310.255916478,218455.114295233,4333793.10961967,8144876.20083864,1846707.54065164,157116.516909021,1708686.61120061,506430.25142369,370000.419269629,196694.446709047,257486.326717629,2945398.11691874,197969.18558796,1566252.65804456,3359880.42040506,165574.709519407
"P00539",34965.8130650338,80393.8801785245,931627.719358511,4091790.19775458,1296302.74657062,89476.8581644968,3664149.96036189,282135.513437669,1059029.68395595,260577.483699825,410817.922784884,447628.739467903,444319.113114399,183218.325099141,37173.390283546,309176.001545014,180695.162796017,617839.388095038,202014.580256208,180951.665586794
"P00540",232559.462274581,35510.6824551413,36583419.0140516,12954882.0097574,11576125.2341884,1147793.71746401,17346298.3899479,31018587.4538382,2242230.10004979,60070.535734648,411294.203848258,559185.709453714,310534.004602228,116418.343038592,7647632.1629059,25224978.2921281,201241.929261326,8719957.26547828,34678578.2848617,253698.20986359
"P00541",30670.0627922321,90891.8383778659,892750.946706565,21936193.3859891,3269694.8078748,826736.023003711,2585915.98312062,1296905.69478932,1848044.97958125,274450.740125402,78067.0293565222,535973.35347472,343630.532717407,188919.947029956,11600.3135392542,262529.942132241,201426.960176556,746040.746841296,65737.2994126353,172926.311807996
"P00542",42572.8539263978,103944.611873154,895419.805386727,7963362.97679895,324987.980078559,35783.7014017844,2405876.1214835,1166509.36788546,1607942.62490126,222375.83031067,211815.657161348,489871.923166067,371603.591201803,178274.75719833,7669.82294632683,291198.709149772,201432.859742274,407461.864644109,98307.0707920119,202307.545676201
"P00543",64089.277372184,84100.9480556167,4721372.60051109,12553489.6037763,2669121.50211218,239032.159853768,6798032.96125523,19036257.9845795,2841090.98559698,97462.0632358817,177677.972827095,554154.491323043,344930.268781341,151383.465518989,84849.7229747746,142855.001558949,198545.730421573,1510304.3887358,639968.946355947,198256.775319544
"P00544",112856.042757311,72996.4140241667,983732.539569188,5065611.73337257,376523.092748433,220452.630426275,6169768.58647853,35724500.258519,3169601.99825623,134535.561239235,411071.227791241,542646.156261018,284413.033729329,105196.743539732,139401.873165116,1703915.14589446,206975.726962414,4896395.52938148,80467.17200011,204832.665708887
"P00545",27836.3843981155,97729.4347439776,200620.933052499,117003.7720336,197114.877121544,134803.001466878,397879.084061941,148612.978634466,301033.959025465,221816.534658764,26605.7186877915,492817.262643923,464527.082588748,218442.184203081,415025.724433916,65375.8207955328,189039.832333308,2372898.79632985,2156746.37251602,158668.197226396
"P00546",45291.6187802037,98179.6689611036,355366.387170884,2312430.19804359,285506.177273361,45965.4079240667,898436.089629276,59565.0101946781,717571.188887088,290606.541355225,44776.2836800461,494115.365986274,466901.065836922,215973.931916529,25619.3212698467,77906.835920446,174369.730323876,289384.228068847,230088.035886794,120482.610419719
"P00547",11020.0229649906,116212.212307655,11492.2015946015,43130.257096455,41628.9774903168,10287.877937448,379221.845206356,34184.9594197973,102204.279390168,325230.219515924,5313.8766765819,263696.076838689,476784.285878128,222519.023695064,5464.57320110583,29203.5806497112,115563.904117734,45113.3114600282,64082.8654968318,68108.9009379734
"P00548",9469.12126901809,114840.164825945,14409.6885891979,184399.728273119,129617.057771706,127045.936501116,82777.9294941968,297566.705102717,1068628.67617442,315813.853992493,45355.7732788852,407739.977985224,435544.703396442,219486.758534843,29758.4010669098,3785.71414953215,170507.504357578,154159.317630309,8753.79430122789,132736.52585505
"P00549",55214.7386418064,97827.2464219374,2497777.28869194,4714929.66419244,1425141.783448,224413.469658077,24685507.0736456,19885012.4830849,3869460.17083079,120568.0361683,4096139.06853761,542754.006985537,317850.351756905,121112.790646885,114094.751188457,2117020.32245571,203377.233893828,865902.979528312,452611.840424267,220700.105302023
"P00550",8930.74893523552,117957.818739601,12461.2501570304,839126.339725522,66538.752052744,4378.94064503349,126500.568716149,16430.7767097828,206325.870487588,324896.872657534,7094.09392926042,390405.425046278,407674.019970834,222032.03348694,3594.68752968479,5002.14971706961,149191.798545637,19632.1680534319,6295.10598231224,103669.327090326
"P00551",14527.8366727424,111109.151072592,25857.1016394616,11368750.5517068,572566.780461519,28486.5269066872,684074.480359397,505208.11230652,276204.17995987,256912.374080397,19635.5510362774,334705.190484379,435617.870284577,209800.489578169,21053.7628879166,54798.5223189879,186505.220850412,240887.157294617,13202.1224985924,152581.824578512
"P00552",13855.6889931886,113949.424907757,23207.4605405573,515740.550931052,126449.221192596,20406.3338204464,131257.953357191,74586.8800564138,245956.142081846,318166.532104432,20212.3309265963,375340.749437415,469480.662733445,185285.719678902,11553.3960064978,50945.0415685102,179838.283530927,373616.662874387,17532.5590082834,127072.4435764
"P00553",29685.2993348705,92717.0698060929,139288.722964546,3357803.09198648,1840988.83473418,459698.641142705,4664381.86364554,748187.06853126,1743267.28723039,211222.401963961,143014.877093584,535960.331261191,453635.657247218,202672.337531705,1025282.04066033,493123.632494234,189556.63490604,2249551.42336518,1113040.07753574,149264.496834517
"P00554",29373.0052671203,80808.4301604409,328548.508718185,4759228.63266755,1327153.1710101,228356.715916566,2660762.44096396,1448819.67144657,760083.702979432,175986.934010107,631635.965347697,531405.272125356,400168.99362932,222746.024195605,72657.4464860158,83238.0293882165,174435.239312091,750665.428770954,527090.951449012,152997.406818698
"P00555",18398.3095808333,117225.274105483,9941.31469278632,218006.546961632,58670.5648779245,38152.9369762908,302603.747054485,124532.909164855,208564.196363441,282632.796642841,11741.2939185649,348141.527294808,474232.402237363,222364.234912966,2936.20602270922,8714.1599065665,148363.025340553,64088.3386571398,28142.3534137805,122045.268284904
