"","G1_1","G2_2","G1_3","G2_4","G1_5","G2_1","G1_2","G2_3","G1_4","G2_5"
"P03094",3475199.35688102,293095.187544707,6400.43431951578,200867.549086571,14977.2161338358,24206.6670580483,27779.5979224121,20729.4721688091,77768.5444176272,173348.375540041
"P03095",416419.090998515,214120.529982323,296911.446893373,656500.261070296,29426.2621808694,71164.6971410709,22983.7738279656,65748.6338328523,13837.5053093232,130010.128104074
"P03096",759767.053884971,10343.4799577711,62853.9785041958,11829255.0395812,23769.0414617909,1355825.63509228,25151.4979441739,9985386.09907295,33405.3605332352,38173.7781825937
"P03097",287661.07936289,22143.8061599278,269325.073687417,1188054.13374683,29597.0615684315,80777.6195540618,24140.6391918122,374789.234026508,5475.51514464222,3854.62515833673
"P03098",1263951.73106904,42060.9652521583,46709.0035850251,1718745.5117436,21726.5379344338,75765.2087774752,26416.8534914198,436314.791037095,34486.0797831554,35360.0175125033
"P03099",3195218.64818246,294918.269460621,11008.3326973618,586868.389698665,15913.4173176808,31505.3276441284,27901.3286762903,37914.2496478978,78515.5489256079,156119.65565
"P03100",1947834.36222227,91705.9164292119,50796.8995829926,654427.474626729,20392.4524601372,52535.7742659321,26805.3277311078,367881.164666614,25857.2923261828,41587.1048264918
"P03101",3533513.94688879,128638.634853259,15879.4788722725,401280.3607713,17958.1515063023,34447.3150991623,27908.3502956326,46076.7374098158,58171.6420363031,87810.0896894634
"P03102",499899.258369048,33630.2850804918,187421.025108263,3304469.44568459,25416.3956156328,154613.894018795,22893.0729827663,5629459.60757407,12659.1897693976,9853.49327652118
"P03103",3485211.99921894,476927.161341699,7787.17202715961,75909.1397682436,12585.7774136648,9265.632082798,26589.7174834647,10864.2539868132,79207.1612508865,133702.175743568
"P03104",4305740.15898622,733104.019222304,5345.9985482317,126260.911945505,11150.3639363664,9528.9473606839,26655.9434971447,4089.66418257722,89664.4326730397,168808.58774575
"P03105",2854183.39543275,485802.152388706,1448.29987800108,190824.52142267,4548.46951713949,16310.4765270966,16452.533160933,7674.66302431899,73810.1343593027,179466.254245491
"P03106",3711803.69819596,379204.436903702,5163.24406030868,398397.828157257,11506.8057376612,26583.8488532612,27744.1019263059,16209.1861671372,89468.1041847323,170641.834099325
"P03107",412447.716350947,13382.7797747077,194459.793954265,6710795.13689018,28536.9098417809,183414.88713458,23838.4371594461,4164156.75850427,14642.6356015958,13298.6445995869
"P03108",3338822.73614985,60469.0521904496,13729.4330363105,2816586.60069164,15540.4322335235,353819.638158045,27927.0191142598,311362.567396279,89398.0064014309,148302.044575786
"P03109",2521879.0280703,507507.561251907,14842.4396926619,118447.42620163,16771.5812898812,12025.2284176955,27927.6771359425,23356.8224076861,50048.2893166155,98497.9279988189
"P03110",2413718.11545495,932339.16768761,15448.0146522051,41784.7468493193,18498.8798246366,4815.6088496582,27894.6419598686,1300.33515745466,62689.2455716774,173809.634655223
"P03111",424565.59046194,14029.2283301471,151127.710559465,3868896.30049411,28752.5813387433,158260.651219421,23592.0400522741,5477765.30558384,12227.7466571012,7965.38886728378
"P03112",1538185.3243456,225588.953091291,26467.0137315939,382687.411590152,20113.1263414613,27662.4297912606,27648.9412708798,88211.4185112387,30491.0711777499,57940.4633555358
"P03113",540447.19143063,30126.480303322,137847.674801456,1274361.80958505,26246.4983394162,75144.9051294392,24600.8155116849,889975.681130649,9620.580306207,11821.3480600398
"P03114",4609044.30278145,840301.900961328,7567.92141701203,7402.93959495026,11297.8475753629,453.873960853527,24976.0494028645,390.298037031851,58956.0703165606,129366.514622649
"P03115",581065.601657629,18132.0105788752,183564.709129983,2239157.67570072,26533.442836806,169833.059640397,24444.5966491928,4772627.90872233,13096.4467873606,14036.1866438139
"P03116",427875.710143501,472653.357969986,280858.668116987,105216.901792959,29221.2195230045,7684.09718977353,23745.1853770387,12287.5619057005,6002.58739804963,54325.156030233
"P03117",4315371.24452839,313729.962955328,5094.91930157034,266011.99034756,11454.2566101936,33458.3383625605,26815.1724987578,42476.1186725276,98036.1826577684,184679.674851832
"P03118",4663227.12719525,929216.432035724,3156.38579601562,23117.7720473962,10640.6735642808,1839.82547463814,23997.304781631,923.191547851563,90852.615888896,183890.797811569
"P03119",808511.805435187,177146.723623222,78947.3326900751,351863.559564705,21855.4160646529,24705.5859684053,26296.1734408941,100799.894928531,16543.3161611419,19074.7231253554
"P03120",2469388.96157129,98308.6591223991,17031.5792113471,670766.183895218,16812.4936013285,72012.3157476942,27915.8184658796,86171.8402607585,63645.969184065,73283.4053280324
"P03121",4324196.39528308,530604.688388954,7474.4117484694,194117.361678848,13091.3875325373,17199.846526825,27580.7221282871,11690.1726540034,87628.9540211244,171610.970139771
"P03122",2733161.36473386,699299.22381816,13789.1226765738,39103.7559634862,16032.7407085361,2104.05525273566,27716.865712756,6107.33872197032,45240.6001197602,94817.4200301325
"P03123",779527.222238854,50894.8727298293,133690.338648343,1002338.18819292,25301.530298563,68838.3938857813,26776.5448878367,912230.166719138,11779.982371665,17887.1388512095
"P03124",2346539.46036193,102733.075612705,15954.5209223025,563023.369707453,19442.7352721244,33173.412305282,27814.5924725272,90544.4413913539,40376.205469426,47205.9574575202
"P03125",958294.419739539,426761.687366941,59703.5024047391,130158.9001862,21981.2218896901,10915.7805082812,25593.1494529708,23020.5879884875,22179.4046535893,121119.778024362
"P03126",577548.421565167,29922.0372464964,153747.337933399,2623425.79074902,27254.9068210929,216755.914904863,23556.6165914395,3432950.18804754,13000.3394494165,14962.0587673234
"P03127",4685226.86494726,932603.334484793,4471.45439370129,21567.6824737746,11139.6545566008,1525.91253440943,25429.8591087662,993.19420011026,96250.3810893398,168968.490634374
"P03128",1523165.54299622,171850.050039048,44172.4892660516,100120.780648392,21830.7748333597,10682.7761479691,27328.1895426249,23644.2126203366,15593.7448152153,31791.7980591907
"P03129",2826479.46367007,577839.949717962,10099.9961169293,159580.674370149,16056.1717511416,9136.99924241648,27709.5527618117,11108.4319103815,55792.52794785,104431.697619303
"P03130",572826.479680969,67129.6615139085,141586.328189762,994318.995544401,24348.2249223892,31700.5767039997,25001.8436646492,431593.32364532,10967.215534518,16259.5574845197
"P03131",2240011.41332682,165847.417222961,13476.355811323,290325.282604434,19326.6854343653,27465.561138884,27932.1064653772,25643.2783672061,42626.2191484286,46158.7343870871
"P03132",157536.100917759,2156.31145533824,4841345.89772146,116913423.719942,77504.8173974056,15318357.8432658,19262.036905559,1183606325.60656,1341.19135370952,2186.81496441518
"P03133",2687757.84834401,414542.247531701,12558.5549378735,144332.561044444,15888.7412388808,9224.42358702658,27820.7239466398,6486.23922246318,76729.5061815135,112760.233939861
"P03134",145278.286601978,2155.2459264683,3521909.00712249,140834773.218969,71278.8880482527,16871841.1102869,19261.8113350537,1004521475.72115,1544.03268900343,2189.01817611567
"P03135",4698116.17856662,800225.843340981,5726.21350060547,44642.7475095292,10510.7961626606,5869.29946110169,25107.3877582774,2904.72092056904,96993.0515509924,186038.417613298
"P03136",1456603.72782604,58994.0552878801,82162.6207102255,657091.747012308,21857.4184251465,73869.2624846632,26912.3813312359,249674.067345605,31108.0769744126,42785.3764234383
"P03137",312232.677536491,12100.1078335632,427593.815434218,13616878.3387175,30007.1950898424,474566.794551444,23218.1830952551,14415859.5048525,9827.72258980468,6538.82492320007
"P03138",959084.061845266,14675.0132458963,64144.920674757,17555897.3709129,22266.5244362088,1088120.04871997,25292.9489497056,7466812.80412809,44228.6699142031,56417.4194499639
"P03139",240566.645707973,8931.5992487326,593395.03391496,4825861.82729289,36108.6403503896,147070.538888748,22344.3304305391,7467635.86985726,3835.41547712073,3854.13896407194
"P03140",529507.03012635,16105.4281132899,95589.5551545808,2693922.23562555,26333.9182870304,175296.686919973,24502.7445098385,1273397.36302486,13666.1015549275,13711.4533246425
"P03141",4692923.27304523,930385.261319606,4647.48172222759,13629.0334265331,10958.4797559643,1329.37253061754,24875.1113124327,1015.90556070446,82032.5417769536,139678.942940086
"P03142",4578891.71405541,910606.195934961,3003.64916923384,24163.4722007964,10450.883398814,2706.73366773412,25377.5883369796,1085.95447757239,95308.3147053202,178158.915454871
"P03143",1810083.90063822,65951.3449785953,34401.4063852677,1749496.50327897,20072.3053005882,78280.6402806131,27651.5234254128,357087.982566695,50893.2051036739,77865.6002214307
"P03144",4546315.65438249,86605.3998245858,2288.6420711581,2121542.52504155,9762.38297728515,267903.27952855,23769.0912866966,498044.224490063,99345.8664049213,108542.045015932
"P03145",4251417.16422779,884560.721946648,6464.6207200068,18151.7729003951,13746.2084821569,1264.46110602664,26377.0382317736,826.74007428841,49949.9738225984,118703.448626796
"P03146",1213736.26683851,102001.503705544,36150.6556210042,908613.903656032,22354.0925238062,73195.7583874918,27448.7258043889,112378.732752772,27701.3508729145,34699.0780548594
"P03147",224600.579743225,2501.41362686296,15941026.6741994,597147329.425709,128606.737254219,105470791.219107,21279.7279017215,4695340262.47895,967.963292980161,2363.14988644993
"P03148",545628.57991022,32369.0142753502,225820.562478019,638542.307721493,27493.6545903151,38264.1312359442,24457.4188760344,862348.07449568,8618.39019111634,7349.1104960179
"P03149",756609.678641237,39575.4984411393,92001.8682526674,1167883.41587409,23097.3064400159,74750.8467671573,25132.1526741688,951008.450770973,14265.5222503441,28157.7676711952
"P03150",1161442.11239773,70079.5560316342,37531.3879461176,618450.744807851,23521.4611863464,28749.5921716379,26925.5311400487,107468.46427241,31189.8922669604,34494.6976708518
"P03151",2080317.92221978,430666.569918829,32891.3708368894,52355.0493494768,18156.430096187,5155.5116882663,27891.895710409,12225.4214923202,29389.8836727016,49237.8520306664
"P03152",2139900.48460472,269543.822472665,26708.2727606742,134452.166928779,19620.4155129854,8286.44927161777,27930.0332845291,12724.7366202609,39444.9062081303,49946.7556602947
"P03153",652142.342156361,30672.350464325,124656.671765302,1169244.6848559,25345.0150382199,185234.84152087,23617.7541524365,1562180.31538547,15143.2652931612,13683.8850724071
"P03154",1083612.74814028,108749.941720335,52805.9317821089,817248.454673972,22156.115315019,86477.9188768889,26328.754015884,398063.108263537,28427.6233485836,32346.3743915841
"P03155",2237709.81314608,356207.532457912,19706.953365955,274244.612962161,18604.1702692434,13958.7388851758,27533.3212729766,50208.5010864381,47337.2677540089,47079.9618198752
"P03156",3292610.06347452,246461.272462383,11764.6875332186,275935.955429606,17174.6363735744,30234.2707421635,27870.09299259,38243.7018647834,60354.1020471492,98399.8289938722
"P03157",3071094.8235797,495245.264120149,14761.3932650538,169849.220200823,17095.4221689392,7268.324411199,27770.6003854514,8611.12777366531,50811.7206564101,87026.3585278586
"P03158",716566.375402931,6957.22480086199,157697.609051696,15675147.0126194,27314.6079101983,982955.677680954,23503.5172955904,19736238.5452872,15428.9868351777,22874.1288341339
"P03159",1467617.90823666,97065.7985320426,32525.1665200992,358105.153480183,21619.7885722366,41859.3698773063,27291.0612970876,79234.0392525596,26433.1677318847,30203.284723877
"P03160",4440093.25495388,809849.216906882,4376.50702441272,65630.1837246519,10762.9989605733,3046.71831222155,27204.8786526967,4036.08983165637,92943.7180621831,154432.077536897
"P03161",1790144.80586021,180788.595702842,24024.0210122968,332664.040427851,20116.9938186415,40426.6519130952,27420.9483492674,150535.271732229,34538.2290449534,56968.0593082007
"P03162",3412319.76705914,350264.199936606,1551.06267694938,167730.650635794,6472.62666923379,8958.0420256872,19794.3634725718,14048.6447198396,87749.5015579786,91563.716552652
"P03163",4698102.84666394,630447.622804341,4182.51194243281,91034.4644920625,10418.0288952813,9419.01308154795,25977.1267717103,3633.49025130856,96575.2374690476,183640.421550829
"P03164",1955107.26476063,160679.438809832,18161.7297825626,360733.92560558,18146.259430684,23369.4635428105,27587.7919858117,19454.2472493571,40943.7449876529,53163.3333651586
"P03165",2701821.89497447,181403.248308163,15074.8074881864,334590.283874547,17575.0435978348,31765.4251008275,27928.3148914318,39420.7991961058,50547.5417964684,85295.5230445458
"P03166",4209682.05594424,368950.408314046,5140.92808980544,318207.66426845,14171.055473065,33909.1252033331,27009.9454819021,20867.0830771615,90086.3934461376,181523.283594522
"P03167",915077.199772938,227420.943188385,49341.4311063144,74228.5020123805,21842.5403478866,4110.9402904083,27756.3659894319,24400.1619965818,15693.4543851403,24593.5747779195
"P03168",592693.582999034,41796.0514749201,179292.324549722,1070541.62296649,28830.9966882688,42503.8997656886,25677.0062789583,993814.518946165,9930.91563991051,12690.2611916162
"P03169",4010939.64747943,824524.258600314,6405.16784140158,77422.8524307163,13783.6035155307,4699.08445352032,26993.1519505352,11441.5482223664,77183.9897438155,120325.441988685
"P03170",1579686.86873246,198218.897809749,41946.4123223866,470150.810489574,20390.5832312286,28012.8882581365,27490.4000532555,125569.57531184,36512.0269670217,69416.2541053233
"P03171",870314.292167184,81272.6690291153,74356.2232561007,423090.754731171,23699.6090046858,31945.7890725704,26364.628424486,42053.5757062531,13473.0599514017,15103.0734865288
"P03172",704342.584764681,20281.091372784,135539.24582705,1934213.36802967,26494.7191841378,92906.2593254288,25391.9758796374,6951748.48842995,14763.8725168388,19257.9662348504
"P03173",144866.579028693,50639.4177985993,1741534.53765331,2575296.40147865,52954.0447287982,137392.222803173,19532.0565869811,410510.391792445,2580.63645777004,33906.3664157183
"P03174",1547471.52951698,75621.4913591082,36646.551794053,904607.89189116,19543.8636858219,45309.4304190725,27711.0429546689,80157.9424826645,37922.7524872872,57081.3884546725
"P03175",2047303.00668559,90945.5441493727,36622.2378472007,328039.142644122,21417.1699388855,47922.3888915545,27189.6335824542,146463.862454935,28571.0015374825,49848.9452269199
"P03176",3062805.61152461,708655.003162157,12571.6337095038,69240.7250120438,15498.1468705483,5289.34114897196,27659.5756929735,6162.49202427346,58784.6175174776,104297.821887003
"P03177",4009970.38827786,608995.788412229,6838.30408369052,186182.390392992,12077.2676730662,20913.0454656733,27694.8250342317,16432.9437855609,80614.653966592,180461.235480861
