"","G1_1","G1_2","G1_3","G1_4","G1_5","G1_6","G1_7","G1_8","G1_9","G1_10","G2_1","G2_2","G2_3","G2_4","G2_5","G2_6","G2_7","G2_8","G2_9","G2_10"
"P00521",178897.45693789,181370.767972366,133634.460484235,83860.3935352579,124545.792339286,111908.223107504,160690.627348654,146393.438937723,112957.007160049,180269.672928893,83990.3133810617,229440.950639829,147412.732208895,60362.0690643841,173078.090451492,84130.0134319573,106004.614995565,92957.268580467,104002.277982243,133507.565656477
"P00522",233797.682616584,337264.462360699,597276.052347412,464063.080843701,280718.622463138,324480.790193669,330307.158336979,304129.480362375,295387.821786825,446416.285155264,290397.755988778,363205.069197801,387468.491662329,426711.667541654,649558.185678744,438101.258611336,204808.983367186,276948.350120059,219845.86475141,628597.097588246
"P00523",571255.388695082,323868.609798155,107593.654682268,99387.7358158786,185412.748341781,139925.796400532,155204.664740557,137893.749889546,351767.648731666,185859.490034803,302635.61094019,367020.704209732,303938.415689745,169566.968461298,205033.420844327,1103351.46432769,137723.619083764,76314.3289170888,187445.633378754,267061.864373286
"P00524",105248.813664186,476942.470659097,186393.320759165,166146.591837686,411776.414668336,148290.295320374,224511.364076283,285998.324017542,126641.630644502,218903.59494629,138312.055451054,301244.138390928,186436.357431981,638295.014068273,279080.083359216,299059.290489891,193365.365275337,59083.3942162798,232126.289650306,231641.773955825
"P00525",242045.092250596,125346.006597882,332551.590048511,312850.628305908,147635.199710042,260796.867306382,213783.190705171,375972.640461583,118633.728409088,202914.1312236,199476.695937671,88743.3305922757,170307.920028521,152343.801369884,83456.0474598641,117463.780417275,201480.460370472,183565.684480177,256306.084074323,224318.730471897
"P00526",353582.947334137,266959.537953089,418739.335980463,454049.838433547,204692.642832,616607.453636532,467369.954306956,224045.002470056,343368.515793918,433149.415369615,635299.978181856,528300.073226321,170810.389904869,161910.779879771,172677.674275647,203517.510477902,534868.445729354,657425.847232212,741892.36753178,863207.138891917
"P00527",120408.994968535,114880.173307562,72904.3079684655,109907.460383295,170470.452775392,201663.114745263,140296.12495854,141167.213941757,210261.904449369,140969.36310336,85793.6122562732,109453.870704532,249433.380195917,95817.0768573907,134521.368286025,136724.242052856,215245.471775726,97499.9960799747,229528.949608179,253805.892432461
"P00528",15449.0761766343,133467.683403392,60167.6195391324,36367.1695577016,44881.9767499869,43519.1641578626,19300.2055663486,27088.181085252,52989.8229425507,16520.8812629585,80029.8739337622,67590.6676594719,42133.2369542679,66262.7489967029,31716.9405384574,60425.4018439199,51383.6455880893,21127.2481064333,29329.2032284747,62026.6670695663
"P00529",166643.204586137,95924.1818598576,105232.859556323,165167.946139396,157193.721064789,78169.305227398,92848.9600854547,50711.0857498651,196235.721461702,105380.509779373,89750.2711697642,115066.744335768,103391.584287788,125692.103568162,189396.846137444,112775.116006984,191260.550313621,111967.856208956,104389.404141964,66562.5816095943
"P00530",285509.24145115,304326.193031137,336251.486054708,185091.972513185,370054.312558874,283690.35376905,271881.428045469,182542.2271648,221018.10178887,395549.914592363,245912.06604568,124468.514766354,284182.827515165,187092.336474024,128441.732204524,215973.096299347,682779.592555505,528179.239460374,534321.664704507,204686.182590841
"P00531",964378.101178433,2838219.27044446,884587.802366863,1902221.90129235,941779.255737162,1125874.24357518,2537519.77674817,874103.002287912,2084905.12972202,1591826.88698355,1378749.16343422,1010029.76695118,1807576.56335025,1025177.14684724,1017993.20684638,1285589.87962058,1178018.115961,2249451.76156517,1297502.26534169,2350649.09127983
"P00532",360970.519912227,974306.509176404,464292.185122058,359616.436529236,331022.460601111,675986.868467455,262322.436036777,437660.982792562,318646.33557885,654689.80361127,293500.353553182,339951.193533496,835051.038816162,424278.019400438,334902.77317589,260843.977088558,153636.387401535,443700.689728793,227051.132659895,484770.218748262
"P00533",319836.77533112,133764.861499564,195481.772695264,275251.464593432,355298.638276423,119046.380095606,281162.719166363,108565.833204559,265082.745718028,428387.410426998,502381.618651336,468340.402081169,413449.502830082,437898.767982432,214240.963906282,794891.125716519,244855.847434014,460200.959165286,162764.96667731,291794.211326004
"P00534",1486259.21404155,2715027.11643326,2210501.35051778,5170050.28492939,3684163.6485511,2145012.01497661,3105119.57311343,1513607.48440285,830909.325845958,2919125.25570129,2797649.04949601,2164529.43290043,2602736.91100785,2652660.21293444,2625505.35234288,6025281.2471631,3430857.81583341,999208.438318768,3760266.42309391,3889777.00030428
"P00535",698974.566479909,395662.105171385,480628.961741986,153832.325292227,547456.076762969,426308.115956432,477489.747055946,429288.009398948,542957.446552079,792425.363372978,171419.163424714,1374379.59155358,386906.768373454,318251.839113366,431091.514438441,629894.634626073,277254.901470534,581462.236214739,711657.44771292,598124.705228625
"P00536",631236.571870368,385068.383653944,534801.837271478,593896.583840533,533050.447489228,718247.164104334,294610.721967579,422249.972755412,679458.655602326,857793.278250821,435319.200130904,282258.108493582,579991.177097524,275266.959909157,418619.424121225,593326.754127861,616418.792594797,661737.142814813,716454.149810901,349985.073902524
"P00537",286568.280961815,163032.120655271,352391.409072326,353871.647974263,109341.366576856,100028.454028281,191578.686832671,176082.104845119,264255.731695709,180247.775427401,418710.393810662,148424.154496395,275029.455787505,155699.243232882,356807.376195766,224377.553967981,226161.59031018,142304.121766799,142511.936449433,166763.106161916
"P00538",73781.2364143824,57492.2410971169,42358.1962214179,56036.7535603402,90828.2722970931,129461.980560993,55220.6210297134,52029.4139904874,53361.6741230355,89460.3484419219,60562.7735730513,46923.5602019596,111499.111545729,70709.5535733716,67869.3483152695,74301.5799482048,252919.506849319,166318.528106935,162330.539771127,96692.7752059659
"P00539",214376.182484413,783315.595558067,387179.783329754,103492.099937429,852179.107927111,256248.694712758,224037.87194061,130320.585426115,373615.060316342,482980.068696151,84885.574697737,1156589.73383892,502575.235231103,435085.757750905,878817.453829749,854032.567721194,77871.4553560694,453081.030939523,200031.062283811,348535.352592668
"P00540",140825.92525034,124159.556216976,107357.549985325,60336.9941748543,200972.764097148,215831.669781712,81044.2263564747,139109.527836139,88962.6472326084,543694.793759767,285177.753043463,216103.793852062,287565.796023655,219741.89690078,507920.066689185,470014.907876851,134054.793687144,165614.25109245,155169.43600353,173511.947754914
"P00541",115573.688248145,156711.702164521,187535.324157781,144123.322740869,109466.548512505,339397.004355734,178219.412036747,179480.149633351,130699.036560808,303460.519607517,78034.0704538152,88887.6901903757,281626.759690727,127002.084459371,157885.766066301,305336.832316968,165726.784609487,148576.064671925,103115.832553539,233666.393431594
"P00542",311815.848064803,158487.110537498,896566.790699974,633599.341053794,170046.810654316,259834.26864163,780252.250463593,384914.774043594,430992.69344972,314812.85038369,501146.384475365,320205.38671626,510328.219767496,624300.209533494,545268.538156393,545109.247095276,857459.024725878,473587.171251003,423502.745357926,348158.762934319
"P00543",218822.440002743,451560.006813939,525961.77237716,258738.581379709,807042.632642049,516266.542409608,656053.252433243,735314.858769672,395747.741603104,607385.493711199,230975.470411466,635588.977871774,482654.739422621,625437.902898886,573258.996894942,567086.887395004,624724.209949861,398335.983783871,312883.232943746,285457.790687877
"P00544",363003.050038582,139250.919596981,1180332.38942226,2082781.57208935,344555.340176842,242348.733467463,685004.112711851,477865.08486841,314342.24520111,526016.157356223,521476.390981203,335565.892221616,586000.324921582,147299.058736217,356060.735321788,198046.990890632,1837085.73983415,844013.321882962,491278.7613388,615148.198520539
"P00545",70395.886347109,31453.7259942651,42742.9549188918,48291.843734317,40208.8790802844,36873.4932534172,62940.3098202812,29486.1493444016,69834.4659658463,40962.5548986281,337846.61816306,75838.2636757559,190728.046608459,103631.961321858,120643.900278681,180864.591005477,204129.980977779,96511.436114656,157277.372904138,229498.246864361
"P00546",658980.925328768,718167.81897157,599510.565487594,425644.009050831,1170840.8575881,667353.180916649,917465.697910742,1243101.17699399,619041.317576971,502003.924757448,818070.808194362,819074.132879541,390152.286434902,2305478.14399461,1314776.08652069,930345.471296826,462401.613176928,540696.275121398,489115.439907738,269577.013749683
"P00547",190803.501388095,156566.318880681,199446.742457837,522671.469762305,274950.4608859,189863.132302635,342674.531252423,275826.571141421,196556.854897759,535450.749552113,277446.760603519,214944.35537073,343708.456774057,377869.630685974,252063.309951433,197918.901591334,119231.93727634,225195.480109693,304295.182021729,242755.518536134
"P00548",81155.366154013,108744.407862858,109758.87928456,61792.9714282816,121274.756676197,67212.9301740035,251457.364145763,155098.786383604,63462.2980439627,199556.567285989,135989.010119671,185898.776561964,118806.352470907,55570.7379285958,80770.6232138717,101552.483309554,244399.382296819,62905.052481565,80739.404840366,63269.6975482006
"P00549",234546.431063812,408684.803135012,217959.386634535,264394.532373484,384186.21940244,593664.596951872,519565.533919007,220263.332075771,218660.259811301,433949.232572318,320145.843711277,399509.769639471,183458.588446624,233708.420897599,247436.99069372,332439.151005771,197122.950037378,271379.973626118,331716.581544184,165542.808888461
"P00550",236309.996404591,73634.0580795138,92423.3925039998,130461.233557334,152745.573331419,113740.326365416,196316.581403807,73458.6626567949,232547.816356028,61159.1276933471,151287.972031855,113160.293625033,306115.337051011,181845.332191547,118437.17879413,146202.006403366,143675.240927097,110951.897817344,250368.247039697,279988.264812873
"P00551",807951.530851597,481889.582118735,148831.628507105,347075.171474958,405778.965519174,226677.512573652,462262.549153395,458286.066987149,652664.759242579,404429.205168083,618059.515233809,495183.856415397,473853.439748514,353952.671650791,419282.273188045,790857.166077873,354631.143146569,590151.274983709,369485.80404873,310165.656102605
"P00552",70066.7574682824,98691.5634116698,125598.267595105,200732.336843712,171581.672621887,74365.2306748098,263331.914245848,130027.272459119,47939.9120425884,130121.298487894,89963.6246128927,28127.4569062146,163110.404933503,71781.8989667076,53060.8985693371,106389.673942578,119224.372841752,122811.931772367,66317.7116529102,73234.7646230225
"P00553",203685.627006395,788797.810321438,710325.230942755,351718.471795609,433271.269059153,445336.542323242,173110.172229881,231283.343065941,223245.715659181,308763.291507202,224093.089307807,492078.902085709,255580.588759024,426531.981487813,789248.322555247,414280.924755617,249891.162918064,386825.168000189,358861.711132614,620387.086820047
"P00554",50335.0356438334,71234.4423282568,87999.253359537,61455.9039927612,27668.7311131708,62683.88437579,28721.753143588,24335.3698326055,27309.9327988438,45714.0580971344,32214.392540062,15196.2708123512,55566.5987420689,55501.6789694106,48876.6435765703,36477.8334066031,59046.9762101167,35093.2709740614,38642.5543392469,39932.7813406555
"P00555",142753.97743177,225253.347395381,158158.680618151,135945.936787859,249038.614926934,231236.180945262,378690.471702206,201897.867383609,312078.722372343,184173.619400375,363259.976022019,101731.506484685,257774.759264465,161531.359080817,158450.196178051,106194.289015409,147434.057030618,153620.173311042,208937.364386732,233486.652732007
"P00556",366809.785230458,829781.831881634,1104504.00894083,404244.508934499,861831.692913005,1236481.03403091,476373.107608602,500746.083699798,616707.212623335,616765.594027809,774042.649040542,1005683.1182629,407628.282955801,913775.817158091,1148005.73408018,747289.680164073,1257242.74487405,556408.134083346,1187778.40548363,513060.204567614
"P00557",161842.706010226,116451.317335458,309142.675579242,246312.848485483,151530.064597576,141630.548595788,396097.977258852,204978.2144074,311087.966137974,421777.865941284,282749.031542726,124563.579494091,217272.113354411,113944.334410143,218578.446637083,184724.112796249,158620.36901234,406480.532538211,134124.709944386,176931.486229417
"P00558",344527.466367793,335440.023477485,112248.266671555,108675.061518442,262577.838518297,145902.413996389,317109.754889597,412532.522928497,94873.1404197027,329952.03093785,222280.417270204,242363.771440274,254128.873279303,292253.505709002,234232.878214637,299389.869824923,126060.686916454,235533.134390867,303400.950625519,199556.912181835
