"","G1_1","G2_2","G3_3","G1_4","G2_5","G3_1","G1_2","G2_3","G3_4","G1_5","G2_1","G3_2","G1_3","G2_4","G3_5"
"P02975",1061034.94263761,236178.001607032,677305.9003913,821580.655100948,730202.734852455,355639.189074149,194314.741478077,415543.342840411,629703.149356064,579604.77784964,144174.229940833,476312.406293751,1269834.59764794,1679780.32119391,659651.832012954
"P02976",597080.412461727,212376.109131229,459441.071217049,428809.396356412,409169.992631549,303126.837934864,114751.85572762,202560.686585653,442343.688631736,377013.500617362,118366.31790655,425206.869872129,505406.409955735,539881.084873916,276621.368028223
"P02977",349075.576501316,118195.010796959,238286.653280262,314989.062020308,291562.603726092,155476.858887444,88121.9719722421,159748.339059822,320231.593887341,280656.108025136,68561.5093968555,298819.614206577,588524.138617566,488536.885696322,215209.969635679
"P02978",620277.893586016,184818.332168343,408041.423946959,411890.634397008,361870.36917485,205817.405774016,184034.328233223,245638.199707564,428602.376171178,398796.47484089,113335.350201407,275439.407495921,857982.326236056,970396.351371712,437290.043303767
"P02979",24991.9546743596,6750.8843342135,20540.471128726,14781.9017040279,19304.5866136896,5116.6901540557,16260.309240755,14740.0049164202,16434.7810028184,19627.6244897238,3890.85554127004,12006.5479890144,45602.0066558122,145780.005706377,11260.7597694267
"P02980",695292.762089162,219627.589782097,334186.338117422,547113.713267132,373003.630968444,414365.952230638,147195.166926397,254461.671558549,484985.372500866,329054.256095464,114858.459092367,420739.719835847,677453.395694717,396635.475221795,488313.912164235
"P02981",119038.261439825,36430.1490013938,94746.527596489,97156.2341321195,82679.1561813587,31330.7881033391,48981.3143082025,58581.5367819026,98221.9649455614,103229.914571123,20721.2238006343,72004.2910958907,187640.831660983,390988.461058197,82843.8512730217
"P02982",61649.1318289496,14746.795040946,43899.2013255377,34493.9727423134,34989.9722638958,8746.41430028408,35326.8095338264,31901.7545576428,38819.7329366179,42643.9115669177,10522.385064204,22478.1310082695,100298.089353827,378140.096414815,32111.8680132754
"P02983",918389.820523734,236643.673293595,689878.83379325,663923.354461961,518026.427107298,257154.556003241,303324.855241734,427999.127395117,839840.475042583,616154.662539733,137774.138046535,576315.845771227,960543.861070893,1949529.40280667,502053.341175189
"P02984",277367.358782029,82729.4620850007,214652.858949635,170133.865393587,166910.413270147,82077.479150924,113261.856547123,128990.739748587,207486.441314201,208973.353105276,46146.6017565428,131873.968577034,632717.650877682,695707.321999721,157364.287499663
"P02985",706533.349968382,262856.094915533,517293.147351542,709807.499404621,556818.048246265,187109.249326433,259523.305939411,360786.162662952,404093.387401808,511372.42780013,165737.672039572,355670.281564974,983245.339874814,1400295.06456988,333116.230739367
"P02986",803678.336335165,316843.986179282,712942.26031598,771169.751250592,773794.435934916,331783.788220691,400883.615483946,521600.036250596,604611.254143082,443689.856708376,171240.204468781,550338.539675257,1254081.95304305,2098790.76817432,591189.805017875
"P02987",499357.397410486,132868.926089788,324572.545625894,380892.34873309,381186.474405698,140981.198640715,164742.284746887,261064.399059247,358973.708898606,347462.394245962,120875.793161198,319146.393581207,703012.440175428,1032270.64172812,316668.418582271
"P02988",338677.99652719,100334.534002764,251750.669590968,204887.177216689,297853.790958588,85945.1971832033,251149.320155111,201996.192260964,246703.736717664,267298.629966778,64580.1023254696,187286.026777186,544826.339349811,1052052.39003557,203781.835077541
"P02989",44204.1723994822,7555.15242780884,28993.2593343374,29235.3770886932,32748.4403588779,8107.95787226615,18883.9579637231,21085.9126503629,30230.4497570662,29441.5627483616,6924.65621913772,19705.630916086,70328.1952384238,152811.16044998,19982.9318593907
"P02990",2686059.34451833,629105.272022924,1397835.80416423,1956966.8532504,1360228.22579635,834883.914517827,602633.787755917,1241978.0254975,1470140.56001012,1286217.83582387,440206.590605179,1149052.24293655,2961937.02728257,2637587.02270787,1376324.03575086
"P02991",1549974.19980792,434959.701055077,1310234.78077187,1341592.87567848,885219.988389429,566002.746489101,439626.355219536,473350.062562386,1126546.7984916,814337.722926539,272420.128568834,907431.94422701,1377824.54694343,1352594.44067655,897524.358553515
"P02992",123252.42233171,51883.3244797413,99538.2064843676,102299.67118087,109170.357011236,40898.5078147078,46960.7465493267,58741.1539694014,111123.877174773,102160.392450244,26720.9063985412,80877.7019771299,270471.605909384,268488.393295535,82025.6466969882
"P02993",3470015.68771789,1281058.83739491,2259696.08176801,3223858.53614308,2170125.14779459,2519081.20199713,512952.36710529,1220845.66081529,2986548.45657167,2430166.90249301,660870.858699591,3219807.44123564,4314478.69364749,2456541.58627797,3186608.29973738
"P02994",1281028.27454437,387889.638974957,918174.222430478,1313626.77398366,1182226.69312415,858292.683921949,328853.967106706,550478.312079397,1085734.19556772,777952.554244166,231261.083300024,1073193.0059605,1405083.26821025,1481225.79702894,1096458.65747326
"P02995",963109.287065878,397014.758804657,676880.648921107,836252.565275933,822773.473514658,335844.715148263,312292.336335906,377057.968327051,769884.281609212,701739.655728736,148539.432901295,566608.810642856,1299489.97183393,1090259.74128091,735816.805883578
"P02996",4276032.38145842,1078908.5441371,2701672.69643773,2603283.35181503,2641773.24294384,1307448.26535165,1083834.00832764,1677669.84890534,3716821.10977712,2715847.04327574,811497.388418675,2902902.07702087,6049321.4850558,5795289.06632213,2929470.12969596
"P02997",135512.090192838,45660.833512244,84106.1881486505,123271.226310078,84808.9839077262,50782.017485864,60164.6117895957,71500.1253211647,117935.464677509,106384.191251685,25071.2732314707,114086.395763639,278260.194303171,375006.476487681,105417.643419703
"P02998",185748.601094684,29730.091540235,77179.3633840705,78091.8804209461,100205.475129593,20978.1404372555,83169.9870263512,124542.552978115,93410.8560280433,113928.18702984,25844.0759028444,53595.0057799139,245239.479526586,555539.605043797,81386.2402518192
"P02999",936349.982583956,291783.001131398,675385.012133556,600969.985208938,582719.191157644,295414.472434412,260602.347466182,409659.258672317,690270.081755117,559802.781716089,167632.317519664,601106.078667129,1066003.29539295,1358234.38417714,615245.994757299
"P03000",1338056.72619571,397851.757765708,803908.242307409,981321.168320198,666933.729744636,404515.270922809,420625.382524051,519593.443370517,982414.523481913,954960.433365252,250543.738498795,753018.859532147,1629346.27696192,2334251.07679551,743976.980540588
"P03001",2130190.81794613,542094.619921885,1091198.65657934,1783100.60835762,1676265.18076918,654330.397563791,467571.473929585,655149.365966101,1564028.46096208,1714337.06936196,522833.473461226,1428379.20491269,2090948.37772624,3442010.45531289,1104534.72990849
"P03002",911408.865270458,318933.092630113,541166.158877614,917436.090509806,771594.714843515,480317.881730382,203259.956600812,416294.80489683,737526.416177811,693189.853256128,191165.924808489,711951.228304702,1427421.39026031,1079885.25940013,1004492.65455271
"P03003",6864441.71646718,2869766.36332632,4397188.8593569,5991859.21674205,4450475.17101463,4112123.40948663,1359055.58840521,2850333.44377997,5530127.1799738,3865773.53976034,1278949.15873661,6822600.93256026,6627425.93684003,5037580.7110715,5179205.21962882
"P03004",457565.769189312,121170.661756157,221092.532326428,361396.69702309,228318.978646159,154139.407511261,104438.196344702,142868.585532389,255851.090393707,259194.70730583,70210.1683083111,166050.696762899,494192.236052738,597101.758907605,295797.273966329
"P03005",1066696.2717789,358411.993649504,715255.494115306,802329.1880751,523395.517292239,473208.610571295,251310.016524276,449477.898574929,995362.918230903,705761.565920612,234789.199490649,739732.216599806,1280941.43792949,1164461.60521218,801086.465811867
"P03006",385922.644970713,123944.208616766,171073.619265041,250102.785910766,167868.1006626,113992.727583284,111721.184986159,177494.053900883,252426.779047519,227136.715836361,61382.0829486565,164488.317269393,368947.207455198,512036.273335278,169856.493441983
"P03007",193415.720260284,77391.3626914402,173783.593186416,167166.123787836,173816.968659657,62860.2099634267,101838.424149253,103377.936672055,141438.597384242,209870.17891088,43950.3614429554,164332.656999206,372749.863484817,470757.227963939,176938.943026783
"P03008",10742498.978908,4388394.57517542,6038366.8062586,8538712.05988001,6644361.86987583,5721707.6570175,2777989.35744609,4901317.13821041,9124446.94232753,6552622.81576227,1812282.75805119,8916012.02836445,11770852.3797376,10495119.1885649,8463225.9974188
"P03009",3682662.10248605,1371870.08572601,1579576.93747452,3581595.19093346,1968931.15465999,2449665.65759931,511451.771991889,1674138.8231877,3018257.84291372,3136086.49120741,551942.940741294,2681740.97799374,3934459.35906033,2765888.12635659,2330822.01614779
"P03010",1010878.53130694,224849.777377391,592204.63755212,629135.631239479,589399.086045184,300721.946093477,274406.640672832,355709.074543674,918175.999714449,568728.21909592,191654.053064995,426945.847001481,925374.203002061,1353492.6404044,502219.017541225
"P03011",1081243.83296008,300420.235464082,607043.568718488,700763.648472378,700734.014871131,271281.886686046,316877.949717894,425160.252380464,794608.150511978,742983.61219483,179625.620912251,520732.276542079,1390496.73363657,2233348.035134,577072.808351261
"P03012",496006.245108933,325944.116817532,840539.249478934,283817.56251455,670391.092676876,225879.331699208,213791.254762771,553558.401656839,696704.088146306,340657.916884761,239009.237182778,749218.57922634,884632.957105261,3894568.24928567,754202.963586246
"P03013",94295.2460697805,30435.1923354291,50524.2383647415,65182.1612045242,80711.1045238466,31703.8778127086,21370.1516349071,40419.3305471162,83044.2904742841,70032.3547587832,16887.4854900727,53318.2253544405,160156.782255288,147775.961169876,57215.8317968659
"P03014",244984.941553787,79922.1123039467,104924.272773234,154709.732616978,125885.118281501,60332.5804685453,74958.1774929387,101537.557024426,160769.496298131,177547.996954692,36835.9418202899,135919.180200724,205076.812468502,542435.478063699,139999.380767629
"P03015",13332434.039538,536884.263639565,1017863.72035952,15601146.2689154,1172962.13168968,872636.330042166,2426571.84712555,531453.813316943,1265698.69717456,10957576.0670402,398038.843967068,1319243.96181664,12534026.2377501,1337844.99344212,1713615.71525575
"P03016",163922.891026419,74291.4327429755,176074.419589335,214546.642239525,209101.158316874,53925.094153074,151779.18688504,163717.979983978,121102.418278687,190517.541226215,41295.5461831805,122036.86707309,388204.436725814,1001180.19471226,90073.7204684827
"P03017",805960.706783073,265515.382280523,726419.33331987,545011.8833268,520947.583871412,268831.64312453,399122.589961676,407997.37259919,655961.91806155,680883.048799152,186907.509466891,531091.064917383,1719946.38182432,2214601.82965452,588969.808605409
"P03018",412163.177295115,105879.992097971,230545.754134535,355823.059870766,261313.23714997,130408.141161878,119903.316101122,198642.926992321,305235.568374009,285965.29935102,72290.5402464692,239799.628167708,465362.816664229,705258.332087494,255087.967785474
"P03019",697386.856966864,198981.281571708,463415.746436351,624594.231267331,450500.778238697,284149.435933161,217571.418296196,334740.514580746,628678.820496473,508571.287466764,146570.502550678,439448.213730667,1026520.92394895,1194590.72437597,595739.562979508
"P03020",436462.953511891,141926.46436108,316943.613862528,324758.654187323,343346.595946622,125313.831209638,146115.051476574,220778.823555866,302167.348549007,352849.924745496,87129.2784109331,239542.094996456,516941.31528986,728323.200626798,271119.748976863
"P03021",360026.967896435,112411.94688218,255206.389626311,271613.254213246,223652.697939196,106024.894602072,126799.596235112,181859.065358007,264376.112703809,316978.40329312,74264.1416097944,188833.126835276,690624.152725443,764107.700528717,201512.440605216
"P03022",351644.532590663,109835.037178873,191490.588150362,257100.719596708,275574.465585579,89349.3193896534,119346.755368697,174537.862241954,294500.006491013,256352.397919142,74582.1187920967,248677.234624887,444869.834402945,752305.990896561,300977.906384522
"P03023",5528944.44846976,1689540.51705291,3012627.06601394,3755943.9332988,4206622.07059796,2124372.53449854,944147.164106737,1467598.8862721,3469288.86707184,2955425.30954263,980976.955212504,3386475.29257302,3874134.79474509,5094440.90244241,2503706.71705756
"P03024",9928495.44526465,2361268.79194569,3636897.75778742,8115744.55916994,5960087.84561753,4110850.17301028,1216266.78049621,2082601.63085152,6454483.34716757,3425915.80745375,1427992.30783824,4441259.438921,6850160.64852219,5214165.31274923,6241395.25473851
"P03025",197750.075098622,46640.0377781364,116103.916673308,136770.454397819,132233.675908743,49792.9550272464,62891.7746743332,96514.0147420369,130490.78076741,142499.203254133,30550.2984270445,115751.903904319,280033.571618227,473996.441612083,123242.639976434
"P03026",313126.126818257,57382.04053376,166748.161541737,169226.581054411,139375.006140974,62664.0972428752,142015.121879542,157246.029804667,190627.413042185,235732.995524783,39861.8613037704,134274.839606165,458509.663070797,875236.179364981,150423.674466568
